CMPL	1	31657	6aa1ccf9ecc8c60d
id	category	name	lat	lon	address	description
mother-teresa-park	PARK	Mother Teresa Park	19.245770	72.846059	Mandpeshwar, Mumbai 400103	Park in Mandpeshwar (400103).
jijamata	PARK	Jijamata	19.093975	72.894636	N.S.S. Road, Barve Nagar, Mumbai 400084	Park in Barve Nagar (400084).
swing-garden	PARK	Swing Garden	19.105806	72.921411	Vikhroli, Mumbai 400079	Park in Vikhroli (400079).
haji-umar-local-park	PARK	Haji Umar Local Park	19.136016	72.846096	Jogeshwari West, Mumbai 400102	Park in Jogeshwari West (400102).
meenatai-thakre-udyan	PARK	Meenatai Thakre Udyan	19.098344	72.917609	Ghatkopar West, Mumbai 400086	Park in Ghatkopar West (400086).
bmc-park-7	PARK	BMC park	19.132768	72.841585	Andheri, Mumbai 400058	Park in Andheri (400058).
nana-nani-park-4	PARK	Nana Nani Park	19.090269	72.887722	Sakinaka, Mumbai 400072	Park in Sakinaka (400072).
gundecha-park	PARK	Gundecha Park	19.212409	72.876982	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
shivaji-garden	PARK	Shivaji Garden	19.059827	72.845215	Bandra East, Mumbai 400051	Park in Bandra East (400051).
kids-park	PARK	Kids Park	19.165984	72.935561	Mulund West, Mumbai 400080	Park in Mulund West (400080).
desai-garden	PARK	Desai Garden	19.195749	72.823077	Kharodi, Mumbai 400095	Garden in Kharodi (400095).
jaysinghbhai-p-solanki-garden	PARK	Jaysinghbhai P Solanki Garden	18.964948	72.820365	Mumbai Central, Mumbai 400008	Garden in Mumbai Central (400008).
kilachand-garden-chowpatty-bandstand	PARK	Kilachand Garden (Chowpatty Bandstand)	18.955611	72.807576	Grant Road, Mumbai 400007	Park in Grant Road (400007).
sadhu-vaswani-garden	PARK	Sadhu Vaswani Garden	19.059911	72.837236	Bandra West, Mumbai 400050	Park in Bandra West (400050).
pantnagar-garden	PARK	Pantnagar Garden	19.083551	72.911575	Pant Nagar, Mumbai 400075	Park in Pant Nagar (400075).
central-ground	PARK	Central Ground	19.015738	72.820219	Worli Colony, Mumbai 400030	Park in Worli Colony (400030).
bmc-recreational-park	PARK	BMC recreational park	19.196987	72.855121	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
j-j-garden	PARK	J J garden	19.073780	72.824986	45 camp, Khar, pune 411042	Park in Khar (400052).
rajeshwar-society-park	PARK	Rajeshwar society park	19.140056	72.863086	Jogeshwari East, Mumbai 400060	Park in Jogeshwari East (400060).
bmc-park-8	PARK	BMC Park	19.244337	72.846340	Mandpeshwar, Mumbai 400103	Park in Mandpeshwar (400103).
bmc-park-9	PARK	BMC Park	19.252666	72.849242	Mandpeshwar, Mumbai 400103	Park in Mandpeshwar (400103).
indian-flag-garden	PARK	Indian Flag Garden	19.074261	72.899234	Rajawadi, Mumbai 400077	Garden in Rajawadi (400077).
shree-ganesh-udyan-tilak-nagar	PARK	Shree Ganesh Udyan-Tilak Nagar	19.067491	72.896233	Tilak Nagar, Mumbai 400089	Park in Tilak Nagar (400089).
golpha-devi-park	PARK	Golpha Devi Park	19.021667	72.816236	Worli Colony, Mumbai 400030	Park in Worli Colony (400030).
late-shri-d-k-sandu-udyan	PARK	Late Shri D.K. Sandu Udyan	19.056136	72.897746	Chembur, Mumbai 400071	Park in Chembur (400071).
joggers-park-5	PARK	Joggers Park	19.002713	72.849203	Parel, Mumbai 400012	Park in Parel (400012).
play-area	PARK	Play Area	19.050864	72.868786	Sion, Mumbai 400022	Park in Sion (400022).
sadguru-kadam-baba-udyan	PARK	Sadguru Kadam Baba Udyan	19.063809	72.899270	Tilak Nagar, Mumbai 400089	Park in Tilak Nagar (400089).
kumar-bhupesh-garden	PARK	Kumar Bhupesh Garden	19.055283	72.922486	Shivaji Nagar, Mumbai 400043	Park in Shivaji Nagar (400043).
dispensary-ground	PARK	Dispensary Ground	19.040118	72.933201	Anu Shakti Nagar, Mumbai 400094	Park in Anu Shakti Nagar (400094).
udyan	PARK	Udyan	19.221367	72.832728	Kandivali West, Mumbai 400067	Park in Kandivali West (400067).
bmc-kaderpada-park	PARK	BMC Kaderpada Park	19.255282	72.850857	Dahisar, Mumbai 400068	Park in Dahisar (400068).
august-kranti-garden	PARK	August Kranti Garden	18.962515	72.810639	Cumballa Hill, Mumbai 400026	Park in Cumballa Hill (400026).
hemu-kalani-manoranjan-maidan	PARK	Hemu Kalani Manoranjan Maidan	19.139646	72.829008	Azadnagar, Mumbai 400053	Park in Azadnagar (400053).
garden-e-five-gardens	PARK	Garden E, Five Gardens	19.020119	72.853833	Dadar, Mumbai 400014	Park in Dadar (400014).
signature-garden	PARK	Signature Garden	18.968439	72.803000	Cumballa Hill, Mumbai 400026	Park in Cumballa Hill (400026).
arya-bhat-garden	PARK	Arya Bhat Garden	19.169517	72.953317	Mulund West, Mumbai 400080	Park in Mulund West (400080).
verona-garden	PARK	Verona Garden	19.113973	72.909175	IIT Powai, Mumbai 400076	Park in IIT Powai (400076).
jaswantrai-mehta-udyan	PARK	Jaswantrai Mehta Udyan	19.083212	72.907104	Rajawadi, Mumbai 400077	Park in Rajawadi (400077).
swapnapurti-ganesh-playground	PARK	Swapnapurti Ganesh Playground	19.134796	72.864821	Jogeshwari East, Mumbai 400060	Park in Jogeshwari East (400060).
bmc-manoranjan-maidan	PARK	BMC Manoranjan Maidan	19.169158	72.939950	Mulund West, Mumbai 400080	Park in Mulund West (400080).
lala-lajpat-rai-park	PARK	Lala Lajpat Rai Park	18.978351	72.811950	Tulsiwadi, Mumbai 400034	Park in Tulsiwadi (400034).
union-park-eco-garden	PARK	Union Park Eco Garden	19.071928	72.824446	Khar, Mumbai 400052	Park in Khar (400052).
nana-nani-munna-munni-park	PARK	Nana Nani Munna Munni Park	19.072563	72.903302	Tilak Nagar, Mumbai 400089	Park in Tilak Nagar (400089).
maharashtra-ekyavardak-ground	PARK	Maharashtra Ekyavardak Ground	19.067066	72.895531	Tilak Nagar, Mumbai 400089	Park in Tilak Nagar (400089).
kirol-garden	PARK	Kirol Garden	19.080478	72.897274	Ghatkopar West, Mumbai 400086	Park in Ghatkopar West (400086).
memonwada-playground	PARK	Memonwada Playground	18.957469	72.832541	Mandvi, Mumbai 400003	Park in Mandvi (400003).
hindu-ma-samiti-garden	PARK	Hindu Ma Samiti Garden	19.024788	72.850885	Matunga, Mumbai 400019	Garden in Matunga (400019).
vasant-dada-patil-udyan	PARK	Vasant Dada Patil Udyan	18.972393	72.818372	Tulsiwadi, Mumbai 400034	Park in Tulsiwadi (400034).
nana-nani-park-5	PARK	Nana Nani Park	19.256919	72.865424	Dahisar, Mumbai 400068	Park in Dahisar (400068).
p-l-deshpande-garden	PARK	P L Deshpande Garden	19.226218	72.840415	Borivali, Mumbai 400091	Park in Borivali (400091).
rose-garden	PARK	Rose Garden	18.977919	72.837814	VJB Udyan, Mumbai 400027	Garden in VJB Udyan (400027).
holi-maidan	PARK	Holi Maidan	19.046952	72.855218	Dharavi, Mumbai 400017	Park in Dharavi (400017).
ganesh-maidan-4	PARK	Ganesh Maidan	19.141007	72.824087	Azadnagar, Mumbai 400053	Park in Azadnagar (400053).
rock-garden-vrindavan-colony	PARK	Rock Garden- Vrindavan Colony	19.071846	72.899834	Tilak Nagar, Mumbai 400089	Park in Tilak Nagar (400089).
kaveri-vrundawan	PARK	Kaveri Vrundawan	19.173802	72.972906	Mulund East, Mumbai 400081	Park in Mulund East (400081).
bmc-park-10	PARK	BMC Park	19.251166	72.848475	Mandpeshwar, Mumbai 400103	Park in Mandpeshwar (400103).
abhinav-vasant-jogger-s-park	PARK	Abhinav-Vasant Jogger's Park	19.227302	72.842445	Borivali, Mumbai 400091	Park in Borivali (400091).
linear-park-by-lodha	PARK	Linear Park by Lodha	19.001651	72.827259	Delisle Road, Mumbai 400013	Park in Delisle Road (400013).
jai-machindranath-mitra-mandal	PARK	Jai Machindranath Mitra Mandal	19.048000	72.853988	Dharavi, Mumbai 400017	Park in Dharavi (400017).
fountain-garden	PARK	Fountain Garden	19.053978	72.880074	Sion, Mumbai 400022	Park in Sion (400022).
rajabhau-salvi-udyaan	PARK	Rajabhau Salvi Udyaan	19.011802	72.828589	Prabhadevi, Mumbai 400025	Park in Prabhadevi (400025).
public-garden	PARK	Public Garden	18.966182	72.805979	Cumballa Hill, Mumbai 400026	Park in Cumballa Hill (400026).
nana-nani-park-6	PARK	Nana Nani Park	19.142339	72.847435	Jogeshwari West, Mumbai 400102	Park in Jogeshwari West (400102).
h3-garden	PARK	H3 -Garden	19.136489	72.911648	IIT Powai, Mumbai 400076	Garden in IIT Powai (400076).
jogging-park-2	PARK	Jogging Park	19.203880	72.856106	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
rail-nagar-copperative-housing-society-garden	PARK	Rail Nagar Copperative Housing Society Garden	19.229765	72.845561	Borivali, Mumbai 400091	Garden in Borivali (400091).
h1-garden	PARK	H1: Garden	19.137061	72.914149	IIT Powai, Mumbai 400076	Garden in IIT Powai (400076).
science-park	PARK	Science Park	18.991313	72.819920	Worli, Mumbai 400018	Park in Worli (400018).
joshi-ground	PARK	Joshi Ground	18.948342	72.795744	Malabarhill, Mumbai 400006	Park in Malabarhill (400006).
nana-nani-park-7	PARK	Nana Nani park	19.170285	72.966054	Mulund East, Mulund (East) 400081	Park in Mulund East (400081).
golden-square-2nd-building-park	PARK	Golden Square 2nd Building Park	19.073561	72.864956	Vidyanagari, Mumbai 400098	Park in Vidyanagari (400098).
union-park	PARK	Union Park	19.070291	72.822279	Bandra West, Mumbai 400050	Park in Bandra West (400050).
ameet-satam-garden	PARK	Ameet Satam Garden	19.112454	72.837473	Juhu, Mumbai 400049	Park in Juhu (400049).
children-playground	PARK	Children playground	19.132412	72.863407	Jogeshwari East, Mumbai 400060	Park in Jogeshwari East (400060).
punkyashloka-ahilyabai-holkar-udyaan	PARK	Punkyashloka Ahilyabai Holkar Udyaan	19.200209	72.857809	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
kukreja-garden	PARK	Kukreja Garden	19.149949	72.939388	Bhandup West, Mumbai 400078	Garden in Bhandup West (400078).
village-park	PARK	Village Park	19.081068	72.882764	Kurla, Mumbai 400070	Park in Kurla (400070).
st-gregorios-school-ground	PARK	St Gregorios School Ground	19.180549	72.958661	ACC Road, Mulund West, Mulund 400080	Park in Mulund West (400080).
mata-lachmi-garden	PARK	Mata Lachmi Garden	19.034879	72.860101	Sion, Mumbai 400022	Park in Sion (400022).
odeon-garden	PARK	Odeon Garden	19.080733	72.910715	Ram Narayan Narkar marg, Pant Nagar, Mumbai 400075	Park in Pant Nagar (400075). Dates from 2007.
mahatma-jyotiba-phule-park	PARK	Mahatma Jyotiba Phule Park	19.073166	72.828177	Khar, Mumbai 400052	Park in Khar (400052).
aji-ajoba-park	PARK	Aji Ajoba Park	19.093674	72.850707	Vile Parle East, Mumbai 400057	Park in Vile Parle East (400057).
bmc-park-11	PARK	BMC Park	19.142397	72.846940	Jogeshwari West, Mumbai 400102	Park in Jogeshwari West (400102).
birla-garden	PARK	Birla Garden	19.104956	72.824714	Juhu, Mumbai 400049	Park in Juhu (400049).
serenity-play-area	PARK	Serenity Play Area	19.148345	72.834408	Jogeshwari West, Mumbai 400053	Park in Jogeshwari West (400102).
alm-116-park	PARK	ALM 116 Park	19.057822	72.825673	Bandra West, Mumbai 400050	Park in Bandra West (400050).
vahatuk-nagar-vollyball-ground	PARK	Vahatuk Nagar Vollyball Ground	19.129645	72.844705	Andheri, Mumbai 400058	Park in Andheri (400058).
nana-nani-park-8	PARK	Nana nani park	19.199402	72.856681	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
mhada-playground	PARK	MHADA Playground	19.220503	72.834214	Kandivali West, Mumbai 400067	Park in Kandivali West (400067).
dadar-parsi-colony-gymkhana-childrens-playground	PARK	Dadar Parsi Colony Gymkhana Childrens Playground	19.020665	72.851164	Dadar, Mumbai 400014	Garden in Dadar (400014).
tata-garden	PARK	Tata Garden	18.925680	72.819038	Nariman Point, Mumbai 400021	Garden in Nariman Point (400021).
rink-football-ground	PARK	Rink Football Ground	19.053994	72.879732	Sion, Mumbai 400022	Park in Sion (400022).
front-lawn	PARK	Front Lawn	19.042494	72.928260	Anu Shakti Nagar, Mumbai 400094	Garden in Anu Shakti Nagar (400094).
sunken-garde	PARK	Sunken Garde	18.925555	72.820309	Nariman Point, Mumbai 400021	Garden in Nariman Point (400021).
ruttonsee-mujee-fountain	PARK	Ruttonsee Mujee Fountain	18.935614	72.837210	Mumbai GPO, Mumbai 400001	Garden in Mumbai GPO (400001).
rotary-park-2	PARK	Rotary Park	19.050147	72.821484	Bandra West, Mumbai 400050	Park in Bandra West (400050).
lejhim-maidan	PARK	Lejhim Maidan	19.046201	72.854609	Dharavi, Mumbai 400017	Park in Dharavi (400017).
western-sector-circle	PARK	Western Sector Circle	19.040150	72.913680	Anu Shakti Nagar, Mumbai 400094	Garden in Anu Shakti Nagar (400094).
expt-garden	PARK	Expt. Garden	18.925773	72.819913	Nariman Point, Mumbai 400021	Garden in Nariman Point (400021).
navi-wadi-garden	PARK	Navi wadi Garden	18.950281	72.824944	Kalbadevi, Mumbai 400002	Park in Kalbadevi (400002).
central-lawn	PARK	Central Lawn	18.969623	72.807147	Sophia College for Women (Empowered Autonomous) Bhulabhai Desai Road, Cumballa Hill, Mumbai 400 026	Park in Cumballa Hill (400026).
srishti-walk-track	PARK	Srishti Walk Track	19.156224	72.940742	Srishti Pride Datta Mandir Rd, Bhandup West, Mumbai 400078	Park in Bhandup West (400078).
woods	PARK	Woods	18.943189	72.831613	Mumbai GPO, Mumbai 400001	Garden in Mumbai GPO (400001).
shreeman-kherajbhai-ladiwala-chowk	PARK	Shreeman Kherajbhai Ladiwala Chowk	18.958075	72.828173	Girgaon, Mumbai 400004	Park in Girgaon (400004).
nisarga-udyan	PARK	Nisarga Udyan	19.232566	72.864722	Borivali East, Mumbai 400066	Park in Borivali East (400066).
ruby-isle-garden	PARK	Ruby Isle Garden	19.152646	72.886279	Ruby Isle Royal Palms, A M Colony, Mumbai 400065	Park in A M Colony (400065).
b-r-ambedkar-park	PARK	B.R. Ambedkar park	19.165181	72.847179	1245 Station Rd., Motilalnagar, Mumbai 400104	Park in Motilalnagar (400104).
zaoba-wadi-garden	PARK	Zaoba Wadi Garden	18.950578	72.824822	Kalbadevi, Mumbai 400002	Park in Kalbadevi (400002).
banganga-garden	PARK	Banganga Garden	18.945011	72.793308	Malabarhill, Mumbai 400006	Park in Malabarhill (400006).
kalina-university-campus-park	PARK	Kalina University Campus Park	19.080562	72.861415	Mumbai University, Santacrus, Mumabi 400057	Park in Santacrus (400029).
golden-square-park	PARK	Golden Square Park	19.073505	72.864271	Vidyanagari, Mumbai 400098	Park in Vidyanagari (400098).
sunder-nagar-garden-2	PARK	Sunder Nagar Garden	19.077362	72.866148	Pride Of Kain Sunder Nagar, Vidyanagari, Mumbai 400098	Park in Vidyanagari (400098).
sagar-tarun-mitra-mandal	PARK	Sagar Tarun Mitra Mandal	19.047898	72.854621	Dharavi, Mumbai 400017	Park in Dharavi (400017).
villagers-gardern	PARK	Villagers gardern	19.081395	72.883079	Kurla, Mumbai 400070	Garden in Kurla (400070).
jai-shree-ganesh-mitra-mandal	PARK	Jai Shree Ganesh Mitra Mandal	19.046424	72.853826	Dharavi, Mumbai 400017	Park in Dharavi (400017).
rajaram-garden	PARK	Rajaram Garden	19.136109	72.854533	Service Road, Jogeshwari East, Mumbai 400060	Park in Jogeshwari East (400060).
nsm-park	PARK	NSm park	19.074843	72.842984	7th Road No 7, Santacruz East, santacruz mumbai 400055	Park in Santacruz East (400055).
laal-otta	PARK	Laal Otta	19.047580	72.854072	Dharavi, Mumbai 400017	Garden in Dharavi (400017).
manas-serological-institute-blood-bank	PARK	Manas Serological Institute Blood Bank	19.135202	72.848145	Jogeshwari West, Mumbai 400102	Park in Jogeshwari West (400102).
fish-park	PARK	Fish Park	19.248717	72.846226	I C Colony Cross Road No 5 near 206 last bus stop, Mandpeshwar, Mumbai 400103	Park in Mandpeshwar (400103).
kabutarkhana	PARK	Kabutarkhana	18.953177	72.827654	Kalbadevi, Mumbai 400002	Park in Kalbadevi (400002).
meenatai-thackrey-garden	PARK	Meenatai Thackrey Garden	19.242538	72.863118	Dahisar, Mumbai 400068	Park in Dahisar (400068).
sabina-chandrashekhar-memorial-municipal-garden-	PARK	Sabina Chandrashekhar Memorial Municipal Garden and Playground	18.924655	72.830477	Dr Ambedkar Statue Chowk Area Nathalal M. Parikh Road, Mumbai GPO, Mumbai 400001	Park in Mumbai GPO (400001).
nakshatra-garden	PARK	Nakshatra Garden	19.072316	72.898021	Rajawadi, Mumbai 400077	Garden in Rajawadi (400077).
worli-dome	PARK	Worli Dome	19.007219	72.813648	Mumbai Coastal Road, Worli Colony, Mumbai 400030	Park in Worli Colony (400030).
lotus-multispeciality-hospital	PARK	Lotus Multispeciality Hospital	19.153119	72.941130	Bhandup West, Mumbai 400078	Park in Bhandup West (400078).
suyog-hospital-and-iccu	PARK	Suyog Hospital and Iccu	19.166501	72.950308	Mulund West, Mumbai 400080	Park in Mulund West (400080).
pathanwadi-muncipal-park	PARK	Pathanwadi Muncipal Park	19.177716	72.863230	Malad East, Malad 400097	Park in Malad East (400097).
veer-baji-prabhu-udyan	PARK	Veer Baji Prabhu Udyan	19.026634	72.835380	Bhawani Shankar, Mumbai 400028	Park in Bhawani Shankar (400028).
nana-nani-park-9	PARK	NANA-NANI PARK	19.069875	72.912069	Rajawadi, MUMBAI 400077	Park in Rajawadi (400077).
aarey-picnic-spot	PARK	Aarey Picnic Spot	19.136637	72.882268	A M Colony, Mumbai 400065	Place in A M Colony (400065).
sk-nizam-park	PARK	SK Nizam Park	18.949838	72.839742	Chinchbunder, Mumbai 400009	Park in Chinchbunder (400009).
ganesh-maidan-5	PARK	Ganesh Maidan	19.172638	72.867605	Goregaon East, Mumbai 400063	Park in Goregaon East (400063).
joggers-park-6	PARK	Joggers Park	19.216252	72.817777	Kandivali West, Mumbai 400067	Park in Kandivali West (400067).
main-garden	PARK	Main Garden	19.210032	72.869612	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
giri-pushpa-park	PARK	Giri pushpa Park	19.175751	72.853448	Malad East, Mumbai 400097	Park in Malad East (400097).
fr-justin-dsouza-ground	PARK	FR.JUSTIN DSOUZA GROUND	19.195149	72.834918	Malad West, Mumbai 400064	Park in Malad West (400064).
fr-justin-dsouza-ground-2	PARK	FR.JUSTIN DSOUZA GROUND	19.194279	72.841521	Malad West, Mumbai 400064	Park in Malad West (400064).
powai-lake-garden	PARK	Powai Lake Garden	19.119804	72.903349	IIT Powai, Mumbai 400076	Garden in IIT Powai (400076).
powai-vihar-park	PARK	Powai Vihar Park	19.117108	72.902975	IIT Powai, Mumbai 400076	Park in IIT Powai (400076).
chandivali-mhada-mcgm-garden	PARK	Chandivali Mhada MCGM Garden	19.112880	72.896101	Sakinaka, Mumbai 400072	Garden in Sakinaka (400072).
elder-s-park	PARK	Elder's Park	19.113654	72.896520	Sakinaka, Mumbai 400072	Park in Sakinaka (400072).
calisthenics-park	PARK	Calisthenics Park	19.122574	72.911558	IIT Powai, Mumbai 400076	Park in IIT Powai (400076).
hiranandani-gardens	PARK	Hiranandani Gardens	19.119439	72.906548	IIT Powai, Mumbai 400076	Garden in IIT Powai (400076).
kailash-park	PARK	Kailash Park	19.038357	72.919207	Anu Shakti Nagar, Mumbai 400094	Park in Anu Shakti Nagar (400094).
mandakini-parks	PARK	Mandakini parks	19.039306	72.918407	Anu Shakti Nagar, Mumbai 400094	Park in Anu Shakti Nagar (400094).
kgg	PARK	KGG	19.211112	72.862576	Kandivali East, Mumbai 400101	Park in Kandivali East (400101).
guru-nanak-park-2	PARK	Guru Nanak Park	19.160548	72.838794	Motilalnagar, Mumbai 400104	Park in Motilalnagar (400104).
kala-ghoda-2	HIDDEN_GEM	Kala Ghoda	18.928458	72.832599	Mumbai GPO, Mumbai 400001	Place in Mumbai GPO (400001). Has an encyclopaedia entry.
chor-bazaar	HIDDEN_GEM	Chor Bazaar	18.959352	72.829914	Mandvi, Mumbai 400003	Place in Mandvi (400003). Has an encyclopaedia entry.
gilbert-hill	HIDDEN_GEM	Gilbert Hill	19.120577	72.839801	Andheri, Mumbai 400058	Hill in Andheri (400058). Has an encyclopaedia entry.
cafe-zoe	HIDDEN_GEM	Café Zoé	19.000069	72.830283	N.M Joshi Marg, Delisle Road, Mumbai 400013	Place in Delisle Road (400013).
mahalaxmi	HIDDEN_GEM	Mahalaxmi	18.982232	72.823937	Tulsiwadi, Mumbai 400034	Place in Tulsiwadi (400034).
bandstand-promenade	HIDDEN_GEM	Bandstand Promenade	19.051014	72.821384	Bandra West, Mumbai 400050	Place in Bandra West (400050).
sassoon-docks	HIDDEN_GEM	Sassoon Docks	18.911877	72.826184	Colaba, Mumbai 400005	Place in Colaba (400005).
worli-sea-face	HIDDEN_GEM	Worli Sea Face	19.000912	72.812047	Worli, Mumbai 400018	Place in Worli (400018).
marine-drive-2	HIDDEN_GEM	Marine Drive	18.942381	72.823451	Kalbadevi, Mumbai 400002	Place in Kalbadevi (400002).
juhu-beach-3	HIDDEN_GEM	Juhu Beach	19.097120	72.826858	Juhu, Mumbai 400049	Place in Juhu (400049).
rajabai-clock-tower	HIDDEN_GEM	Rajabai Clock Tower	18.929654	72.830027	Mantaralaya, Mumbai 400032	Place in Mantaralaya (400032).
siddhivinayak-temple	HIDDEN_GEM	Siddhivinayak Temple	19.016881	72.830396	Bhawani Shankar, Mumbai 400028	Hindu place of worship in Bhawani Shankar (400028).
mount-mary-church-steps	HIDDEN_GEM	Mount Mary Church Steps	19.047018	72.824043	Bandra West, Mumbai 400050	Place in Bandra West (400050).
powai-lake-bike-pathways	HIDDEN_GEM	Powai Lake Bike Pathways	19.121977	72.906745	IIT Powai, Mumbai 400076	Place in IIT Powai (400076).
worli-village	HIDDEN_GEM	Worli Village	19.016916	72.820083	Worli Colony, Mumbai 400030	Place in Worli Colony (400030).
bandra-fort	HIDDEN_GEM	Bandra Fort	19.042061	72.818608	Bandra West, Mumbai 400050	Ruins in Bandra West (400050).
khotachi-wadi	HIDDEN_GEM	Khotachi Wadi	18.956599	72.819758	Girgaon, Mumbai 400004	Place in Girgaon (400004).
kyani-co	HIDDEN_GEM	Kyani & CO.	18.943785	72.828917	Kalbadevi, Mumbai 400002	Place in Kalbadevi (400002).
department-of-atomic-energy	HIDDEN_GEM	Department of Atomic Energy	18.923783	72.834357	Mumbai GPO, Mumbai 400001	Yes in Mumbai GPO (400001). Dates from 1881; has an encyclopaedia entry.
mandapeshwar-caves	HIDDEN_GEM	Mandapeshwar Caves	19.245072	72.853604	Mandpeshwar, Mumbai 400103	Archaeological site in Mandpeshwar (400103). Dates from 500; has an encyclopaedia entry.
jogeshwari-caves	HIDDEN_GEM	Jogeshwari Caves	19.139009	72.856941	Jogeshwari East, Mumbai 400060	Archaeological site in Jogeshwari East (400060). Dates from 520; has an encyclopaedia entry.
mahakali-caves	HIDDEN_GEM	Mahakali Caves	19.130340	72.873661	Mahakali Caves Road, Chakala MIDC, Mumbai 400093	Archaeological site in Chakala MIDC (400093). Has an encyclopaedia entry.
doordarshan-tv-tower	HIDDEN_GEM	Doordarshan TV Tower	19.007374	72.820170	Worli Colony, Mumbai 400030	Tower in Worli Colony (400030). Has an encyclopaedia entry.
high-street-phoenix	HIDDEN_GEM	High Street Phoenix	18.995224	72.824254	Delisle Road, Mumbai 400013	Landuse in Delisle Road (400013). Has an encyclopaedia entry.
wellington-fountain	HIDDEN_GEM	Wellington Fountain	18.925460	72.832331	Mumbai GPO, Mumbai 400001	Place in Mumbai GPO (400001). Has an encyclopaedia entry.
mazagaon-fort	HIDDEN_GEM	Mazagaon Fort	18.967037	72.842900	Mazgaon, Mumbai 400010	Ruins in Mazgaon (400010). Has an encyclopaedia entry.
site-of-2008-mumbai-terrorist-attacks	HIDDEN_GEM	Site of 2008 Mumbai terrorist attacks	18.922516	72.834051	Mumbai GPO, Mumbai 400001	Battlefield in Mumbai GPO (400001). Has an encyclopaedia entry.
cotton-exchange	HIDDEN_GEM	Cotton Exchange	18.987368	72.845495	Tank Road, Mumbai 400033	Historic building in Tank Road (400033). Has an encyclopaedia entry.
trimandir-mumbai	HIDDEN_GEM	Trimandir, Mumbai	19.237194	72.873093	Dada Bhagwan Trimandir, Rushivan Abhinavnagar Road, Kajupada, Borivali East, Mumbai, Maharashtra, Borivali East, Mumbai 400066	Place of worship in Borivali East (400066).
st-anne-church	HIDDEN_GEM	St. Anne Church	19.064334	72.826395	Bandra West, Mumbai 400050	Christian place of worship in Bandra West (400050).
swami-samartha-maharajas-math	HIDDEN_GEM	SWAMI SAMARTHA MAHARAJAS MATH	19.023974	72.840801	D L Vaidya Marg, Bhawani Shankar, Mumbai 400028	Place of worship in Bhawani Shankar (400028).
juma-masjid	HIDDEN_GEM	Juma Masjid	18.949026	72.832208	Janjiker Street, Kalbadevi, Mumbai 400002	Muslim place of worship in Kalbadevi (400002).
haffkine-institute-for-training-research-testing	HIDDEN_GEM	Haffkine Institute For Training, Research & Testing	19.002755	72.845713	Acharya Donde Marg, Parel, Mumbai 400012	Public in Parel (400012).
church-of-st-andrew-and-st-columba	HIDDEN_GEM	Church of St Andrew and St Columba	18.927089	72.833443	Shahid Bhagat Singh Road, Mumbai GPO, Mumbai 400001	Christian place of worship in Mumbai GPO (400001). Dates from 1850.
bhikha-behram-well	HIDDEN_GEM	Bhikha Behram Well	18.932953	72.829861	Veer Nariman Road, Marine Lines, Mumbai 400020	Zoroastrian place of worship in Marine Lines (400020). Dates from 1725.
gokuldham-mandir	HIDDEN_GEM	Gokuldham Mandir	19.174555	72.867695	Gokuldham, Goregaon East, Mumbai 400063	Hindu place of worship in Goregaon East (400063).
jain-derasar	HIDDEN_GEM	Jain Derasar	19.172911	72.953065	Zaver Road, Mulund West, Mulund (West) 400080	Jain place of worship in Mulund West (400080).
dhirubhai-brahambhatt-garden	HIDDEN_GEM	Dhirubhai Brahambhatt Garden	19.162554	72.848281	Road No.6, Motilalnagar, Mumbai 400062	Hindu place of worship in Motilalnagar (400104).
prabhadevi-mandir	HIDDEN_GEM	Prabhadevi Mandir	19.014479	72.827499	New Prabhadevi Marg, Prabhadevi, Mumbai 400025	Hindu place of worship in Prabhadevi (400025).
iskcon-temple	HIDDEN_GEM	ISKCON Temple	19.113043	72.826842	Juhu, Mumbai 400049	Hindu place of worship in Juhu (400049). Dates from 1978.
saibaba-mandir-saibaba-temple	HIDDEN_GEM	Saibaba Mandir (Saibaba Temple)	19.217273	72.847585	Sai Baba Mandir Road, Borivali West, Mumbai 400092	Hindu place of worship in Borivali West (400092).
guru-nanak-satsang-kalina-gurudwara	HIDDEN_GEM	Guru Nanak Satsang Kalina Gurudwara	19.077340	72.860924	Gurudwara Road, Vidyanagari, Mumabi 400098	Sikh place of worship in Vidyanagari (400098).
chabad-house-mumbai	HIDDEN_GEM	Chabad House Mumbai	18.916499	72.827645	Colaba, Mumbai 400005	Jewish place of worship in Colaba (400005).
baps-shri-swaminarayan-mandir	HIDDEN_GEM	BAPS Shri Swaminarayan Mandir	19.194792	72.846666	Akshardham Complex Swami Vivekanand Road, Malad West, Mumbai 400067	Hindu place of worship in Malad West (400064).
ananthnath-jain-mandir	HIDDEN_GEM	Ananthnath Jain Mandir	18.953074	72.837369	302-306 Narsi Natha Street, Chinchbunder, Mumbai 400009	Jain place of worship in Chinchbunder (400009).
royal-bombay-yacht-club	HIDDEN_GEM	Royal Bombay Yacht Club	18.923360	72.833339	Mumbai GPO, Mumbai 400001	Yes in Mumbai GPO (400001). Dates from 1896.
